1755312121.159808 server started (655): version 3.2a, socket /tmp/tmux-1000/default, protocol 8
1755312121.159849 on Linux 6.2.16 #1-NixOS SMP PREEMPT_DYNAMIC Tue Jan  1 00:00:00 UTC 1980
1755312121.159875 using libevent 2.1.12-stable (poll); ncurses 6.2
1755312121.159952 input_key_build: 0x10e003 (PasteStart) is \033[200~
1755312121.160273 input_key_build: 0x10e0b3 (KP7) is 7
1755312121.160285 input_key_build: 0x10e0b4 (KP8) is 8
1755312121.160294 input_key_build: 0x10e0b5 (KP9) is 9
1755312121.160307 input_key_build: 0x10e0b6 (KP+) is +
1755312121.160319 input_key_build: 0x10e0b7 (KP4) is 4
1755312121.160329 input_key_build: 0x10e0b8 (KP5) is 5
1755312121.160338 input_key_build: 0x10e0b9 (KP6) is 6
1755312121.160353 input_key_build: 0x10e0ba (KP1) is 1
1755312121.160365 input_key_build: 0x10e0bb (KP2) is 2
1755312121.160377 input_key_build: 0x10e0bc (KP3) is 3
1755312121.160387 input_key_build: 0x10e0bd (KPEnter) is \n
1755312121.160398 input_key_build: 0x10e0be (KP0) is 0
1755312121.160507 input_key_build: 0x10e0bf (KP.) is .
1755312121.160534 input_key_build: 0x20000010e099 (C-F1) is \033[1;5P
1755312121.160552 input_key_build: 0x20000010e09a (C-F2) is \033[1;5Q
1755312121.160568 input_key_build: 0x20000010e09b (C-F3) is \033[1;5R
1755312121.160584 input_key_build: 0x20000010e09c (C-F4) is \033[1;5S
1755312121.160595 input_key_build: 0x20000010e09d (C-F5) is \033[15;5~
1755312121.160610 input_key_build: 0x20000010e09e (C-F6) is \033[17;5~
1755312121.160625 input_key_build: 0x20000010e09f (C-F7) is \033[18;5~
1755312121.160641 input_key_build: 0x20000010e0a0 (C-F8) is \033[19;5~
1755312121.160659 input_key_build: 0x20000010e0a1 (C-F9) is \033[20;5~
1755312121.160752 input_key_build: 0x20000010e0a2 (C-F10) is \033[21;5~
1755312121.160777 input_key_build: 0x20000010e0a3 (C-F11) is \033[23;5~
1755312121.160789 input_key_build: 0x20000010e0a4 (C-F12) is \033[24;5~
1755312121.160799 input_key_build: 0x20000010e0a5 (C-IC) is \033[2;5~
1755312121.160814 input_key_build: 0x20000010e0a6 (C-DC) is \033[3;5~
1755312121.160824 input_key_build: 0x20000010e0a7 (C-Home) is \033[1;5H
1755312121.160838 input_key_build: 0x20000010e0a8 (C-End) is \033[1;5F
1755312121.160850 input_key_build: 0x20000010e0a9 (C-NPage) is \033[6;5~
1755312121.160863 input_key_build: 0x20000010e0aa (C-PPage) is \033[5;5~
1755312121.160878 input_key_build: 0x20000010e0ac (C-Up) is \033[1;5A
1755312121.160889 input_key_build: 0x20000010e0ad (C-Down) is \033[1;5B
1755312121.160926 input_key_build: 0x20000010e0ae (C-Left) is \033[1;5D
1755312121.160945 input_key_build: 0x20000010e0af (C-Right) is \033[1;5C
1755312121.160960 input_key_build: 0x40000010e099 (S-F1) is \033[1;2P
1755312121.160975 input_key_build: 0x40000010e09a (S-F2) is \033[1;2Q
1755312121.160986 input_key_build: 0x40000010e09b (S-F3) is \033[1;2R
1755312121.160997 input_key_build: 0x40000010e09c (S-F4) is \033[1;2S
1755312121.161011 input_key_build: 0x40000010e09d (S-F5) is \033[15;2~
1755312121.161025 input_key_build: 0x40000010e09e (S-F6) is \033[17;2~
1755312121.161039 input_key_build: 0x40000010e09f (S-F7) is \033[18;2~
1755312121.161070 input_key_build: 0x40000010e0a0 (S-F8) is \033[19;2~
1755312121.161083 input_key_build: 0x40000010e0a1 (S-F9) is \033[20;2~
1755312121.161094 input_key_build: 0x40000010e0a2 (S-F10) is \033[21;2~
1755312121.161109 input_key_build: 0x40000010e0a3 (S-F11) is \033[23;2~
1755312121.161130 input_key_build: 0x40000010e0a4 (S-F12) is \033[24;2~
1755312121.161144 input_key_build: 0x40000010e0a5 (S-IC) is \033[2;2~
1755312121.161157 input_key_build: 0x40000010e0a6 (S-DC) is \033[3;2~
1755312121.161175 input_key_build: 0x40000010e0a7 (S-Home) is \033[1;2H
1755312121.161187 input_key_build: 0x40000010e0a8 (S-End) is \033[1;2F
1755312121.161324 input_key_build: 0x40000010e0a9 (S-NPage) is \033[6;2~
1755312121.161384 input_key_build: 0x40000010e0aa (S-PPage) is \033[5;2~
1755312121.161435 input_key_build: 0x40000010e0ac (S-Up) is \033[1;2A
1755312121.161509 input_key_build: 0x40000010e0ad (S-Down) is \033[1;2B
1755312121.161565 input_key_build: 0x40000010e0ae (S-Left) is \033[1;2D
1755312121.161616 input_key_build: 0x40000010e0af (S-Right) is \033[1;2C
1755312121.161663 input_key_build: 0x60000010e099 (C-S-F1) is \033[1;6P
1755312121.161717 input_key_build: 0x60000010e09a (C-S-F2) is \033[1;6Q
1755312121.161774 input_key_build: 0x60000010e09b (C-S-F3) is \033[1;6R
1755312121.161829 input_key_build: 0x60000010e09c (C-S-F4) is \033[1;6S
1755312121.161887 input_key_build: 0x60000010e09d (C-S-F5) is \033[15;6~
1755312121.161951 input_key_build: 0x60000010e09e (C-S-F6) is \033[17;6~
1755312121.162009 input_key_build: 0x60000010e09f (C-S-F7) is \033[18;6~
1755312121.162076 input_key_build: 0x60000010e0a0 (C-S-F8) is \033[19;6~
1755312121.162143 input_key_build: 0x60000010e0a1 (C-S-F9) is \033[20;6~
1755312121.162204 input_key_build: 0x60000010e0a2 (C-S-F10) is \033[21;6~
1755312121.162257 input_key_build: 0x60000010e0a3 (C-S-F11) is \033[23;6~
1755312121.162310 input_key_build: 0x60000010e0a4 (C-S-F12) is \033[24;6~
1755312121.162373 input_key_build: 0x60000010e0a5 (C-S-IC) is \033[2;6~
1755312121.162491 input_key_build: 0x60000010e0a6 (C-S-DC) is \033[3;6~
1755312121.162558 input_key_build: 0x60000010e0a7 (C-S-Home) is \033[1;6H
1755312121.162615 input_key_build: 0x60000010e0a8 (C-S-End) is \033[1;6F
1755312121.162664 input_key_build: 0x60000010e0a9 (C-S-NPage) is \033[6;6~
1755312121.162736 input_key_build: 0x60000010e0aa (C-S-PPage) is \033[5;6~
1755312121.162785 input_key_build: 0x60000010e0ac (C-S-Up) is \033[1;6A
1755312121.162833 input_key_build: 0x60000010e0ad (C-S-Down) is \033[1;6B
1755312121.162902 input_key_build: 0x60000010e0ae (C-S-Left) is \033[1;6D
1755312121.162960 input_key_build: 0x60000010e0af (C-S-Right) is \033[1;6C
1755312121.163027 input_key_build: 0x200000010e0b0 (KP/[K]) is \033Oo
1755312121.163131 input_key_build: 0x200000010e0b1 (KP*[K]) is \033Oj
1755312121.163206 input_key_build: 0x200000010e0b2 (KP-[K]) is \033Om
1755312121.163269 input_key_build: 0x200000010e0b3 (KP7[K]) is \033Ow
1755312121.163352 input_key_build: 0x200000010e0b4 (KP8[K]) is \033Ox
1755312121.163428 input_key_build: 0x200000010e0b5 (KP9[K]) is \033Oy
1755312121.163661 input_key_build: 0x200000010e0b6 (KP+[K]) is \033Ok
1755312121.163730 input_key_build: 0x200000010e0b7 (KP4[K]) is \033Ot
1755312121.163783 input_key_build: 0x200000010e0b8 (KP5[K]) is \033Ou
1755312121.163850 input_key_build: 0x200000010e0b9 (KP6[K]) is \033Ov
1755312121.163929 input_key_build: 0x200000010e0ba (KP1[K]) is \033Oq
1755312121.164020 input_key_build: 0x200000010e0bb (KP2[K]) is \033Or
1755312121.164124 input_key_build: 0x200000010e0bc (KP3[K]) is \033Os
1755312121.164229 input_key_build: 0x200000010e0bd (KPEnter[K]) is \033OM
1755312121.164301 input_key_build: 0x200000010e0be (KP0[K]) is \033Op
1755312121.164355 input_key_build: 0x200000010e0bf (KP.[K]) is \033On
1755312121.164404 input_key_build: 0x400000010e0ac (Up[C]) is \033OA
1755312121.164456 input_key_build: 0x400000010e0ad (Down[C]) is \033OB
1755312121.164538 input_key_build: 0x400000010e0ae (Left[C]) is \033OD
1755312121.164594 input_key_build: 0x400000010e0af (Right[C]) is \033OC
1755312121.164764 input_key_build: 0x810000010e099 (M-F1[I]) is \033[1;3P
1755312121.164832 input_key_build: 0x810000010e09a (M-F2[I]) is \033[1;3Q
1755312121.164906 input_key_build: 0x810000010e09b (M-F3[I]) is \033[1;3R
1755312121.164961 input_key_build: 0x810000010e09c (M-F4[I]) is \033[1;3S
1755312121.165018 input_key_build: 0x810000010e09d (M-F5[I]) is \033[15;3~
1755312121.165085 input_key_build: 0x810000010e09e (M-F6[I]) is \033[17;3~
1755312121.165147 input_key_build: 0x810000010e09f (M-F7[I]) is \033[18;3~
1755312121.165201 input_key_build: 0x810000010e0a0 (M-F8[I]) is \033[19;3~
1755312121.165259 input_key_build: 0x810000010e0a1 (M-F9[I]) is \033[20;3~
1755312121.165317 input_key_build: 0x810000010e0a2 (M-F10[I]) is \033[21;3~
1755312121.165373 input_key_build: 0x810000010e0a3 (M-F11[I]) is \033[23;3~
1755312121.165431 input_key_build: 0x810000010e0a4 (M-F12[I]) is \033[24;3~
1755312121.165505 input_key_build: 0x810000010e0a5 (M-IC[I]) is \033[2;3~
1755312121.165569 input_key_build: 0x810000010e0a6 (M-DC[I]) is \033[3;3~
1755312121.165627 input_key_build: 0x810000010e0a7 (M-Home[I]) is \033[1;3H
1755312121.165801 input_key_build: 0x810000010e0a8 (M-End[I]) is \033[1;3F
1755312121.165868 input_key_build: 0x810000010e0a9 (M-NPage[I]) is \033[6;3~
1755312121.165977 input_key_build: 0x810000010e0aa (M-PPage[I]) is \033[5;3~
1755312121.166035 input_key_build: 0x810000010e0ac (M-Up[I]) is \033[1;3A
1755312121.166100 input_key_build: 0x810000010e0ad (M-Down[I]) is \033[1;3B
1755312121.166158 input_key_build: 0x810000010e0ae (M-Left[I]) is \033[1;3D
1755312121.166235 input_key_build: 0x810000010e0af (M-Right[I]) is \033[1;3C
1755312121.166313 input_key_build: 0x830000010e099 (C-M-F1[I]) is \033[1;7P
1755312121.166497 input_key_build: 0x830000010e09a (C-M-F2[I]) is \033[1;7Q
1755312121.166599 input_key_build: 0x830000010e09b (C-M-F3[I]) is \033[1;7R
1755312121.166692 input_key_build: 0x830000010e09c (C-M-F4[I]) is \033[1;7S
1755312121.166813 input_key_build: 0x830000010e09d (C-M-F5[I]) is \033[15;7~
1755312121.166897 input_key_build: 0x830000010e09e (C-M-F6[I]) is \033[17;7~
1755312121.166987 input_key_build: 0x830000010e09f (C-M-F7[I]) is \033[18;7~
1755312121.167085 input_key_build: 0x830000010e0a0 (C-M-F8[I]) is \033[19;7~
1755312121.167161 input_key_build: 0x830000010e0a1 (C-M-F9[I]) is \033[20;7~
1755312121.167286 input_key_build: 0x830000010e0a2 (C-M-F10[I]) is \033[21;7~
1755312121.167394 input_key_build: 0x830000010e0a3 (C-M-F11[I]) is \033[23;7~
1755312121.167583 input_key_build: 0x830000010e0a4 (C-M-F12[I]) is \033[24;7~
1755312121.167674 input_key_build: 0x830000010e0a5 (C-M-IC[I]) is \033[2;7~
1755312121.167737 input_key_build: 0x830000010e0a6 (C-M-DC[I]) is \033[3;7~
1755312121.167798 input_key_build: 0x830000010e0a7 (C-M-Home[I]) is \033[1;7H
1755312121.167868 input_key_build: 0x830000010e0a8 (C-M-End[I]) is \033[1;7F
1755312121.167963 input_key_build: 0x830000010e0a9 (C-M-NPage[I]) is \033[6;7~
1755312121.168031 input_key_build: 0x830000010e0aa (C-M-PPage[I]) is \033[5;7~
1755312121.168159 input_key_build: 0x830000010e0ac (C-M-Up[I]) is \033[1;7A
1755312121.168281 input_key_build: 0x830000010e0ad (C-M-Down[I]) is \033[1;7B
1755312121.168386 input_key_build: 0x830000010e0ae (C-M-Left[I]) is \033[1;7D
1755312121.168477 input_key_build: 0x830000010e0af (C-M-Right[I]) is \033[1;7C
1755312121.168578 input_key_build: 0x850000010e099 (M-S-F1[I]) is \033[1;4P
1755312121.168642 input_key_build: 0x850000010e09a (M-S-F2[I]) is \033[1;4Q
1755312121.168725 input_key_build: 0x850000010e09b (M-S-F3[I]) is \033[1;4R
1755312121.168795 input_key_build: 0x850000010e09c (M-S-F4[I]) is \033[1;4S
1755312121.168861 input_key_build: 0x850000010e09d (M-S-F5[I]) is \033[15;4~
1755312121.169145 input_key_build: 0x850000010e09e (M-S-F6[I]) is \033[17;4~
1755312121.169293 input_key_build: 0x850000010e09f (M-S-F7[I]) is \033[18;4~
1755312121.169369 input_key_build: 0x850000010e0a0 (M-S-F8[I]) is \033[19;4~
1755312121.169482 input_key_build: 0x850000010e0a1 (M-S-F9[I]) is \033[20;4~
1755312121.169564 input_key_build: 0x850000010e0a2 (M-S-F10[I]) is \033[21;4~
1755312121.169615 input_key_build: 0x850000010e0a3 (M-S-F11[I]) is \033[23;4~
1755312121.169672 input_key_build: 0x850000010e0a4 (M-S-F12[I]) is \033[24;4~
1755312121.169738 input_key_build: 0x850000010e0a5 (M-S-IC[I]) is \033[2;4~
1755312121.169847 input_key_build: 0x850000010e0a6 (M-S-DC[I]) is \033[3;4~
1755312121.169954 input_key_build: 0x850000010e0a7 (M-S-Home[I]) is \033[1;4H
1755312121.170434 input_key_build: 0x850000010e0a8 (M-S-End[I]) is \033[1;4F
1755312121.170452 input_key_build: 0x850000010e0a9 (M-S-NPage[I]) is \033[6;4~
1755312121.170779 input_key_build: 0x850000010e0aa (M-S-PPage[I]) is \033[5;4~
1755312121.171092 input_key_build: 0x850000010e0ac (M-S-Up[I]) is \033[1;4A
1755312121.171522 input_key_build: 0x850000010e0ad (M-S-Down[I]) is \033[1;4B
1755312121.171832 input_key_build: 0x850000010e0ae (M-S-Left[I]) is \033[1;4D
1755312121.171851 input_key_build: 0x850000010e0af (M-S-Right[I]) is \033[1;4C
1755312121.172038 input_key_build: 0x870000010e099 (C-M-S-F1[I]) is \033[1;8P
1755312121.172071 input_key_build: 0x870000010e09a (C-M-S-F2[I]) is \033[1;8Q
1755312121.172197 input_key_build: 0x870000010e09b (C-M-S-F3[I]) is \033[1;8R
1755312121.172212 input_key_build: 0x870000010e09c (C-M-S-F4[I]) is \033[1;8S
1755312121.172230 input_key_build: 0x870000010e09d (C-M-S-F5[I]) is \033[15;8~
1755312121.172243 input_key_build: 0x870000010e09e (C-M-S-F6[I]) is \033[17;8~
1755312121.172258 input_key_build: 0x870000010e09f (C-M-S-F7[I]) is \033[18;8~
1755312121.172276 input_key_build: 0x870000010e0a0 (C-M-S-F8[I]) is \033[19;8~
1755312121.172289 input_key_build: 0x870000010e0a1 (C-M-S-F9[I]) is \033[20;8~
1755312121.172302 input_key_build: 0x870000010e0a2 (C-M-S-F10[I]) is \033[21;8~
1755312121.172314 input_key_build: 0x870000010e0a3 (C-M-S-F11[I]) is \033[23;8~
1755312121.172328 input_key_build: 0x870000010e0a4 (C-M-S-F12[I]) is \033[24;8~
1755312121.172345 input_key_build: 0x870000010e0a5 (C-M-S-IC[I]) is \033[2;8~
1755312121.172362 input_key_build: 0x870000010e0a6 (C-M-S-DC[I]) is \033[3;8~
1755312121.172377 input_key_build: 0x870000010e0a7 (C-M-S-Home[I]) is \033[1;8H
1755312121.172389 input_key_build: 0x870000010e0a8 (C-M-S-End[I]) is \033[1;8F
1755312121.172404 input_key_build: 0x870000010e0a9 (C-M-S-NPage[I]) is \033[6;8~
1755312121.172416 input_key_build: 0x870000010e0aa (C-M-S-PPage[I]) is \033[5;8~
1755312121.172433 input_key_build: 0x870000010e0ac (C-M-S-Up[I]) is \033[1;8A
1755312121.172449 input_key_build: 0x870000010e0ad (C-M-S-Down[I]) is \033[1;8B
1755312121.172709 input_key_build: 0x870000010e0ae (C-M-S-Left[I]) is \033[1;8D
1755312121.172799 input_key_build: 0x870000010e0af (C-M-S-Right[I]) is \033[1;8C
1755312121.174920 yylex_token: bind
1755312121.175007 yylex_token: -N
1755312121.175038 yylex_token: Send the prefix key
1755312121.175062 yylex_token: C-b
1755312121.175079 yylex_token: send-prefix
1755312121.175105 cmd_parse_build_commands: 0 bind
1755312121.175123 cmd_parse_build_commands: argv[0]=bind
1755312121.175139 cmd_parse_build_commands: argv[1]=-N
1755312121.175155 cmd_parse_build_commands: argv[2]=Send the prefix key
1755312121.175171 cmd_parse_build_commands: argv[3]=C-b
1755312121.175181 cmd_parse_build_commands: argv[4]=send-prefix
1755312121.175199 cmd_parse: bind-key: argv[0]=bind
1755312121.175216 cmd_parse: bind-key: argv[1]=-N
1755312121.175232 cmd_parse: bind-key: argv[2]=Send the prefix key
1755312121.175247 cmd_parse: bind-key: argv[3]=C-b
1755312121.175274 cmd_parse: bind-key: argv[4]=send-prefix
1755312121.175304 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b send-prefix
1755312121.175322 cmdq_get_command: [bind-key/0x1eaed10] group 2
1755312121.175566 cmdq_append <global>: [bind-key/0x1eaed10]
1755312121.175744 yylex_token: bind
1755312121.175885 yylex_token: -N
1755312121.175950 yylex_token: Rotate through the panes
1755312121.176066 yylex_token: C-o
1755312121.176126 yylex_token: rotate-window
1755312121.176177 cmd_parse_build_commands: 0 bind
1755312121.176226 cmd_parse_build_commands: argv[0]=bind
1755312121.176271 cmd_parse_build_commands: argv[1]=-N
1755312121.176316 cmd_parse_build_commands: argv[2]=Rotate through the panes
1755312121.176363 cmd_parse_build_commands: argv[3]=C-o
1755312121.176452 cmd_parse_build_commands: argv[4]=rotate-window
1755312121.176675 cmd_parse: bind-key: argv[0]=bind
1755312121.176731 cmd_parse: bind-key: argv[1]=-N
1755312121.176783 cmd_parse: bind-key: argv[2]=Rotate through the panes
1755312121.176835 cmd_parse: bind-key: argv[3]=C-o
1755312121.176885 cmd_parse: bind-key: argv[4]=rotate-window
1755312121.176941 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o rotate-window
1755312121.176999 cmdq_get_command: [bind-key/0x1eaa680] group 5
1755312121.177062 cmdq_append <global>: [bind-key/0x1eaa680]
1755312121.177116 yylex_token: bind
1755312121.177167 yylex_token: -N
1755312121.177220 yylex_token: Suspend the current client
1755312121.177288 yylex_token: C-z
1755312121.177346 yylex_token: suspend-client
1755312121.177398 cmd_parse_build_commands: 0 bind
1755312121.177449 cmd_parse_build_commands: argv[0]=bind
1755312121.177535 cmd_parse_build_commands: argv[1]=-N
1755312121.177592 cmd_parse_build_commands: argv[2]=Suspend the current client
1755312121.177663 cmd_parse_build_commands: argv[3]=C-z
1755312121.177728 cmd_parse_build_commands: argv[4]=suspend-client
1755312121.177783 cmd_parse: bind-key: argv[0]=bind
1755312121.177856 cmd_parse: bind-key: argv[1]=-N
1755312121.177923 cmd_parse: bind-key: argv[2]=Suspend the current client
1755312121.177982 cmd_parse: bind-key: argv[3]=C-z
1755312121.178227 cmd_parse: bind-key: argv[4]=suspend-client
1755312121.178314 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z suspend-client
1755312121.178427 cmdq_get_command: [bind-key/0x1eab140] group 8
1755312121.178514 cmdq_append <global>: [bind-key/0x1eab140]
1755312121.178589 yylex_token: bind
1755312121.178696 yylex_token: -N
1755312121.178799 yylex_token: Select next layout
1755312121.178882 yylex_token: Space
1755312121.178933 yylex_token: next-layout
1755312121.179012 cmd_parse_build_commands: 0 bind
1755312121.179090 cmd_parse_build_commands: argv[0]=bind
1755312121.179214 cmd_parse_build_commands: argv[1]=-N
1755312121.179301 cmd_parse_build_commands: argv[2]=Select next layout
1755312121.179368 cmd_parse_build_commands: argv[3]=Space
1755312121.179427 cmd_parse_build_commands: argv[4]=next-layout
1755312121.179520 cmd_parse: bind-key: argv[0]=bind
1755312121.179581 cmd_parse: bind-key: argv[1]=-N
1755312121.179632 cmd_parse: bind-key: argv[2]=Select next layout
1755312121.179726 cmd_parse: bind-key: argv[3]=Space
1755312121.179782 cmd_parse: bind-key: argv[4]=next-layout
1755312121.179858 cmd_parse_build_commands: bind-key -N "Select next layout" Space next-layout
1755312121.179927 cmdq_get_command: [bind-key/0x1eae640] group 11
1755312121.179978 cmdq_append <global>: [bind-key/0x1eae640]
1755312121.180042 yylex_token: bind
1755312121.180113 yylex_token: -N
1755312121.180167 yylex_token: Break pane to a new window
1755312121.180232 yylex_token: !
1755312121.180284 yylex_token: break-pane
1755312121.180338 cmd_parse_build_commands: 0 bind
1755312121.180418 cmd_parse_build_commands: argv[0]=bind
1755312121.180553 cmd_parse_build_commands: argv[1]=-N
1755312121.180614 cmd_parse_build_commands: argv[2]=Break pane to a new window
1755312121.180668 cmd_parse_build_commands: argv[3]=!
1755312121.180719 cmd_parse_build_commands: argv[4]=break-pane
1755312121.180763 cmd_parse: bind-key: argv[0]=bind
1755312121.180824 cmd_parse: bind-key: argv[1]=-N
1755312121.180874 cmd_parse: bind-key: argv[2]=Break pane to a new window
1755312121.180928 cmd_parse: bind-key: argv[3]=!
1755312121.180975 cmd_parse: bind-key: argv[4]=break-pane
1755312121.181041 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! break-pane
1755312121.181109 cmdq_get_command: [bind-key/0x1eaf340] group 14
1755312121.181160 cmdq_append <global>: [bind-key/0x1eaf340]
1755312121.181208 yylex_token: bind
1755312121.181260 yylex_token: -N
1755312121.181315 yylex_token: Split window vertically
1755312121.181418 yylex_token: "
1755312121.181790 yylex_token: split-window
1755312121.181842 cmd_parse_build_commands: 0 bind
1755312121.181868 cmd_parse_build_commands: argv[0]=bind
1755312121.181895 cmd_parse_build_commands: argv[1]=-N
1755312121.181924 cmd_parse_build_commands: argv[2]=Split window vertically
1755312121.181948 cmd_parse_build_commands: argv[3]="
1755312121.181973 cmd_parse_build_commands: argv[4]=split-window
1755312121.182001 cmd_parse: bind-key: argv[0]=bind
1755312121.182029 cmd_parse: bind-key: argv[1]=-N
1755312121.182058 cmd_parse: bind-key: argv[2]=Split window vertically
1755312121.182081 cmd_parse: bind-key: argv[3]="
1755312121.182108 cmd_parse: bind-key: argv[4]=split-window
1755312121.182145 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" split-window
1755312121.182158 cmdq_get_command: [bind-key/0x1eabd90] group 17
1755312121.182169 cmdq_append <global>: [bind-key/0x1eabd90]
1755312121.182183 yylex_token: bind
1755312121.182193 yylex_token: -N
1755312121.182209 yylex_token: List all paste buffers
1755312121.182225 yylex_token: #
1755312121.182240 yylex_token: list-buffers
1755312121.182257 cmd_parse_build_commands: 0 bind
1755312121.182271 cmd_parse_build_commands: argv[0]=bind
1755312121.182282 cmd_parse_build_commands: argv[1]=-N
1755312121.182296 cmd_parse_build_commands: argv[2]=List all paste buffers
1755312121.182308 cmd_parse_build_commands: argv[3]=#
1755312121.182323 cmd_parse_build_commands: argv[4]=list-buffers
1755312121.182339 cmd_parse: bind-key: argv[0]=bind
1755312121.182352 cmd_parse: bind-key: argv[1]=-N
1755312121.182362 cmd_parse: bind-key: argv[2]=List all paste buffers
1755312121.182374 cmd_parse: bind-key: argv[3]=#
1755312121.182387 cmd_parse: bind-key: argv[4]=list-buffers
1755312121.182403 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# list-buffers
1755312121.182416 cmdq_get_command: [bind-key/0x1eaa780] group 20
1755312121.182429 cmdq_append <global>: [bind-key/0x1eaa780]
1755312121.182580 yylex_token: bind
1755312121.182596 yylex_token: -N
1755312121.182607 yylex_token: Rename current session
1755312121.182618 yylex_token: $
1755312121.182673 yylex_token: command-prompt
1755312121.182684 yylex_token: -I#S
1755312121.182694 yylex_token: rename-session -- '%%'
1755312121.182704 cmd_parse_build_commands: 0 bind
1755312121.182713 cmd_parse_build_commands: argv[0]=bind
1755312121.182722 cmd_parse_build_commands: argv[1]=-N
1755312121.182731 cmd_parse_build_commands: argv[2]=Rename current session
1755312121.182739 cmd_parse_build_commands: argv[3]=$
1755312121.182749 cmd_parse_build_commands: argv[4]=command-prompt
1755312121.182760 cmd_parse_build_commands: argv[5]=-I#S
1755312121.182773 cmd_parse_build_commands: argv[6]=rename-session -- '%%'
1755312121.182785 cmd_parse: bind-key: argv[0]=bind
1755312121.182795 cmd_parse: bind-key: argv[1]=-N
1755312121.182806 cmd_parse: bind-key: argv[2]=Rename current session
1755312121.182815 cmd_parse: bind-key: argv[3]=$
1755312121.182823 cmd_parse: bind-key: argv[4]=command-prompt
1755312121.182831 cmd_parse: bind-key: argv[5]=-I#S
1755312121.182840 cmd_parse: bind-key: argv[6]=rename-session -- '%%'
1755312121.182875 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ command-prompt "-I#S" "rename-session -- '%%'"
1755312121.182886 cmdq_get_command: [bind-key/0x1eaf890] group 23
1755312121.182895 cmdq_append <global>: [bind-key/0x1eaf890]
1755312121.182903 yylex_token: bind
1755312121.182924 yylex_token: -N
1755312121.182941 yylex_token: Split window horizontally
1755312121.182951 yylex_get_word: %
1755312121.182961 yylex_token: split-window
1755312121.182970 yylex_token: -h
1755312121.182981 cmd_parse_build_commands: 0 bind
1755312121.182991 cmd_parse_build_commands: argv[0]=bind
1755312121.182999 cmd_parse_build_commands: argv[1]=-N
1755312121.183009 cmd_parse_build_commands: argv[2]=Split window horizontally
1755312121.183018 cmd_parse_build_commands: argv[3]=%
1755312121.183027 cmd_parse_build_commands: argv[4]=split-window
1755312121.183037 cmd_parse_build_commands: argv[5]=-h
1755312121.183047 cmd_parse: bind-key: argv[0]=bind
1755312121.183062 cmd_parse: bind-key: argv[1]=-N
1755312121.183071 cmd_parse: bind-key: argv[2]=Split window horizontally
1755312121.183080 cmd_parse: bind-key: argv[3]=%
1755312121.183089 cmd_parse: bind-key: argv[4]=split-window
1755312121.183125 cmd_parse: bind-key: argv[5]=-h
1755312121.183141 cmd_parse_build_commands: bind-key -N "Split window horizontally" % split-window -h
1755312121.183151 cmdq_get_command: [bind-key/0x1eb0440] group 26
1755312121.183160 cmdq_append <global>: [bind-key/0x1eb0440]
